asset_id,source_entity_id,asset_type,variant,build_scope,required,unit_count,status,is_placeholder,owner,reviewer,target_milestone,license_id,evidence
SHD_COLOR_SIGNATURE,COLOR_SIGNATURE,shader,color_signature,demo_full,true,1,PLANNED,true,beru,210,M2_DEMO_COMPLETE,TBD,
SHD_D5_TRANSITION,D5_TRANSITION,shader,d5_transition,demo_full,true,1,PLANNED,true,beru,210,M2_DEMO_COMPLETE,TBD,
SHD_REDUCED_MOTION_FALLBACK,REDUCED_MOTION_FALLBACK,shader,reduced_motion_fallback,demo_full,true,1,PLANNED,true,beru,210,M2_DEMO_COMPLETE,TBD,
STORE_CAPSULE_HEADER,CAPSULE_HEADER,store_asset,steam,store_only,true,1,PLANNED,true,210,beru,STEAM_02_STORE_PUBLIC,TBD,
STORE_CAPSULE_SMALL,CAPSULE_SMALL,store_asset,steam,store_only,true,1,PLANNED,true,210,beru,STEAM_02_STORE_PUBLIC,TBD,
STORE_CAPSULE_MAIN,CAPSULE_MAIN,store_asset,steam,store_only,true,1,PLANNED,true,210,beru,STEAM_02_STORE_PUBLIC,TBD,
STORE_CAPSULE_VERTICAL,CAPSULE_VERTICAL,store_asset,steam,store_only,true,1,PLANNED,true,210,beru,STEAM_02_STORE_PUBLIC,TBD,
STORE_LIBRARY_HERO,LIBRARY_HERO,store_asset,steam,store_only,true,1,PLANNED,true,210,beru,STEAM_02_STORE_PUBLIC,TBD,
STORE_SCREENSHOTS,SCREENSHOTS,store_asset,steam,store_only,true,5,PLANNED,true,210,beru,STEAM_02_STORE_PUBLIC,TBD,
STORE_TRAILER,TRAILER,store_asset,steam,store_only,true,1,PLANNED,true,210,beru,STEAM_02_STORE_PUBLIC,TBD,
STORE_LOGO_KO,LOGO_KO,store_asset,steam,store_only,true,1,PLANNED,true,210,beru,STEAM_02_STORE_PUBLIC,TBD,
STORE_LOGO_EN,LOGO_EN,store_asset,steam,store_only,true,1,PLANNED,true,210,beru,STEAM_02_STORE_PUBLIC,TBD,
